ID,Drug1,Drug2,Cell line,ZIP
288739,165,618,6,-3.27
288740,602,565,36,-2.4
288744,300,637,19,-1.43
288748,490,14,13,3.02
288757,300,488,29,-0.34
288762,456,217,6,-2.94
288766,490,209,20,-9.74
288767,226,637,36,0.18
288774,300,402,21,9.16
288775,268,609,24,-1.06
288782,190,579,9,3.4
288791,239,490,5,-9.97
288792,526,618,35,7.91
288798,681,526,12,-7.78
288814,89,565,23,-7.42
288819,490,579,15,0.79
288827,490,565,19,-0.27
288845,510,631,21,-5.11
288847,628,684,42,-2.99
288852,218,583,28,4.03
288862,189,456,22,1.75
288876,314,565,26,-4.49
288907,402,637,22,-0.22
288914,637,333,25,1.11
288920,189,112,36,0.51
288947,190,490,43,0.5
288956,479,239,9,-1.55
288957,488,209,37,-7.16
288959,637,209,32,-0.32
288960,490,578,17,-1.54
288972,189,489,16,3.65
288986,565,684,19,2.44
288989,165,637,27,-3.84
288995,618,209,30,-12.18
288999,190,565,25,0.36
289002,526,618,42,2.87
289005,401,226,37,-1.43
289014,189,141,6,1.16
289017,226,526,38,-4.53
289026,209,579,0,9.57
289028,578,579,0,-3.94
289037,456,141,12,-1.78
289058,189,681,27,0.68
289069,637,578,0,-2.32
289070,526,402,5,0.58
289075,456,609,20,2.35
289077,631,609,43,0.35
289099,188,239,26,0.61
289119,239,565,24,-6.18
289127,165,565,5,-4.58
289145,684,579,32,-1.29
289165,281,565,13,2.51
289185,618,209,8,-12.03
289186,456,402,34,-1.68
289205,402,578,30,-4.24
289209,637,565,24,-1.68
289215,631,239,37,-8.82
289225,189,510,5,-1.14
289230,300,217,29,-2.69
289237,300,268,13,-6.4
289238,609,509,25,1.5
289244,609,579,0,0.25
289248,526,165,11,-2.01
289258,489,526,23,-3.7
289279,490,609,28,-2.65
289282,226,526,34,-7.83
289299,300,209,43,-7.88
289301,167,565,26,2.3
289302,609,218,10,-6.92
289305,681,578,19,-2
289306,300,628,8,24.42
289308,141,579,26,0.07
289318,602,239,42,-8.31
289319,509,503,19,-9.23
289324,165,209,15,-3.94
289330,190,637,24,2.42
289340,226,565,7,-1.71
289344,218,14,21,2.04
289345,333,209,43,-4.57
289346,488,565,16,2.43
289353,189,489,11,1.67
289358,488,583,5,-3.44
289369,268,141,20,2.99
289371,333,217,26,-8.26
289374,631,684,0,2.26
289388,402,488,29,0.54
289393,161,583,7,1.12
289401,637,161,23,-1.23
289402,190,456,42,-3.28
289421,489,631,15,2.66
289440,509,218,38,-2.23
289444,526,300,38,4.12
289468,226,503,22,-2.26
289473,112,565,16,0.24
289492,526,165,26,-6.37
289499,509,578,23,-1.88
289504,300,565,9,1.35
289513,141,14,9,3.65
289565,217,14,0,-1.05
289567,283,217,30,1.94
289569,565,579,16,-0.76
289599,268,209,11,6.56
289601,618,578,11,4.3
289603,526,283,19,4.69
289608,488,503,14,0.38
289612,618,509,14,0.52
289619,189,402,0,-2.21
289624,526,268,28,-2.69
289635,490,209,43,-1.3
289641,490,583,11,5.48
289666,283,684,36,1.97
289671,188,565,13,2.95
289691,628,637,37,-1.55
289694,283,509,5,1.6
289695,578,217,5,20.17
289705,631,684,16,-1.52
289708,190,488,11,3.67
289714,333,565,16,12.38
289715,456,503,36,0.96
289722,165,333,11,0.28
289727,402,631,42,5.31
289731,631,14,24,-6.96
289736,268,684,6,5.35
289746,239,565,6,7.35
289762,190,165,15,3.37
289775,583,579,42,4.72
289782,489,631,29,-2.39
289811,268,209,13,-12.03
289822,189,217,34,4.38
289827,226,628,8,-0.86
289843,526,637,27,-0.55
289853,583,333,30,-3.18
289857,578,333,26,-3.14
289862,489,618,8,-1.9
289869,609,628,25,7.41
289876,509,503,32,-10.26
289897,314,565,14,-0.27
289904,89,226,43,-0.83
289939,141,218,11,-1.75
289957,161,684,23,11.1
289965,479,565,27,-11.59
289970,402,631,19,-1.6
289979,526,618,28,4.23
289989,681,333,28,-4.43
289992,189,167,12,-0.25
289999,300,503,28,-4.72
290002,268,209,7,-0.53
290005,190,218,23,9.59
290010,268,684,37,5.63
290016,226,637,32,5.41
290028,631,509,14,-4.94
290031,602,565,30,-3.87
290039,402,618,38,-6.82
290040,618,488,27,-7.9
290044,618,583,36,-5.17
290045,188,226,9,-2.63
290053,268,488,28,2.46
290064,112,226,28,20.1
290069,565,579,42,-0.53
290070,165,503,13,-1.4
290078,401,239,30,-1.37
290092,628,217,22,21.9
290096,189,488,7,-2.47
290104,190,283,30,1.1
290105,300,268,27,-0.91
290107,189,239,42,1.5
290120,141,14,35,-0.83
290121,73,565,38,-0.36
290153,631,684,10,3.68
290160,628,488,42,9.76
290167,189,239,21,2.49
290181,239,684,15,-9.8
290183,488,239,7,1.56
290190,490,333,34,1.83
290197,631,239,19,-6.25
290203,402,628,8,-0.63
290208,488,509,14,0.11
290211,681,628,42,-3.98
290215,283,609,28,-1.84
290231,526,578,16,-3.01
290235,188,239,5,-1.22
290243,165,14,25,-7.08
290276,283,609,35,10.02
290318,89,239,7,-0.38
290332,489,141,19,-1.85
290335,631,490,20,-2.37
290337,565,503,29,-1.47
290339,456,209,30,-10.71
290356,618,579,24,-1.03
290364,681,141,23,-1.08
290384,190,618,43,2.84
290385,526,488,17,4.2
290389,510,631,15,-6.03
290403,402,578,17,-0.35
290411,283,503,0,-0.84
290413,268,488,23,-3.26
290419,314,565,27,-2.24
290420,190,333,12,2.06
290451,14,209,32,2.21
290456,300,618,43,5.51
290484,637,239,27,0.3
290504,226,165,27,-4.67
290505,190,579,33,2.36
290510,637,239,26,3.52
290513,226,618,42,-7.19
290514,526,609,19,0.06
290515,239,268,28,20.86
290520,239,503,8,-11.42
290526,631,239,24,0.73
290545,161,14,13,1.84
290546,226,300,24,-3.82
290552,526,618,19,-1.88
290559,526,609,42,-1.76
290561,300,631,10,2.68
290563,73,631,15,-8.12
290567,402,490,28,-4.97
290570,300,209,22,-1.24
290580,503,217,24,0.76
290584,73,565,19,-4.5
290586,526,456,37,-4.77
290587,488,609,16,13.24
290592,268,218,19,3.42
290614,637,578,32,-6.46
290625,300,637,36,2.87
290630,239,218,37,-10.49
290644,141,579,0,-0.03
290646,190,333,25,0.92
290647,490,218,30,-2.1
290669,402,565,14,-1.22
290675,165,333,9,-5.34
290690,300,141,20,0.06
290702,226,402,30,4.43
290707,509,503,26,-14.33
290725,189,218,13,2.95
290739,226,565,11,2.83
290753,165,141,35,-4.02
290756,165,628,5,-8.96
290757,268,579,5,-0.12
290760,618,684,25,-1.46
290763,609,209,37,5.16
290786,167,239,29,-7.02
290787,628,684,14,3.51
290792,161,578,27,0.83
290793,618,631,6,-1.79
290798,165,509,11,7.06
290816,490,217,36,-5.37
290825,684,14,6,12
290840,402,509,8,-1.33
290842,600,565,43,-2.03
290855,190,565,15,1.18
290860,526,14,24,-1.5
290874,189,618,27,-6.57
290885,73,565,20,-6.58
290886,509,583,27,0.12
290899,141,239,11,-0.64
290900,583,503,21,-5.08
290902,314,565,29,-2.85
290904,526,218,11,2.64
290916,628,239,29,0.05
290943,189,300,37,1.85
290948,609,583,29,-1.35
290955,189,226,7,-3.1
290960,189,283,42,-1.64
290972,637,141,13,4.72
290975,489,681,24,-3.73
290989,490,578,37,1.59
291002,490,583,23,-2.06
291003,402,333,12,1.47
291008,268,579,30,3.55
291011,578,583,36,-0.6
291028,503,14,11,-1.91
291031,609,579,10,1.65
291032,300,618,36,5.51
291036,239,165,22,-5.13
291054,479,565,11,-11.16
291057,637,217,21,1.93
291066,681,456,42,-2.26
291067,637,509,34,-2.78
291083,161,14,22,2.55
291087,189,112,34,5.58
291091,333,14,21,-1.53
291104,489,565,7,2.69
291117,141,509,21,1.29
291147,631,684,7,-4.93
291151,637,14,7,6.37
291159,618,490,20,-3.98
291160,402,637,21,-4.4
291181,456,618,20,-6.52
291182,165,218,28,-3.68
291188,684,579,23,-0.52
291207,189,583,20,-3.33
291216,189,209,25,3.75
291230,456,490,30,-4.95
291233,609,579,6,3.16
291242,161,578,6,0.11
291251,681,165,17,-4.64
291255,609,209,17,-8.78
291256,489,609,21,0.71
291259,490,218,19,5.52
291262,167,565,34,-7.88
291266,226,618,9,-6.35
291268,161,14,0,5.02
291274,239,161,30,5.17
291283,456,631,8,7.26
291298,226,218,10,0.02
291300,479,631,22,3.61
291303,684,217,32,28.6
291330,637,14,14,4.29
291353,283,578,14,-0.05
291358,141,217,5,3.46
291361,189,167,32,3.8
291381,681,628,29,-5.17
291392,402,609,13,17.24
291393,479,226,12,-1.97
291397,226,165,23,4.96
291403,489,681,22,-6.16
291406,681,226,28,-3.51
291412,189,637,14,1.88
291415,456,209,14,-2.56
291417,681,637,26,-2.09
291420,488,565,17,-1.18
291421,488,239,14,3.07
291432,618,209,14,-2.3
291434,189,268,32,11.25
291443,565,14,19,-3.64
291450,300,503,5,-7.7
291453,190,333,38,5.86
291460,189,510,10,4.15
291472,503,14,37,2.46
291474,190,578,28,7.74
291479,488,217,28,-1.71
291483,190,631,43,1.11
291492,268,609,15,-0.8
291494,565,579,28,-12.38
291517,189,618,7,-6.65
291523,681,141,14,-4.67
291536,283,609,6,0.6
291539,456,565,11,-9.99
291544,190,268,0,-1.02
291546,239,583,36,-6.49
291554,489,565,32,-3.29
291560,618,333,34,-6.45
291570,268,583,32,-4.36
291572,600,226,36,4.03
291578,14,209,38,-0.4
291582,209,579,9,6.44
291590,226,490,37,-2.95
291592,188,226,21,-6.76
291597,189,14,25,3.33
291602,226,14,23,1.62
291608,681,268,38,2.74
291622,226,578,28,1.27
291624,681,300,7,-1.52
291627,456,490,16,7.78
291637,631,565,20,3.07
291644,609,684,9,3.68
291700,190,161,11,2.49
291706,189,165,34,7.18
291713,490,333,16,-0.02
291721,631,333,13,-4.81
291739,681,283,29,-5.82
291765,681,209,14,-3.8
291770,490,503,11,-4.48
291774,637,578,34,1.85
291779,165,684,11,1.48
291784,283,217,29,-2.48
291786,167,631,43,2.33
291793,239,300,11,2.31
291799,526,503,32,0.05
291800,488,579,30,-2.28
291803,239,503,13,-5.01
291805,165,565,35,-3.3
291807,618,578,9,-2.11
291809,190,300,21,0.25
291816,209,579,14,-7.59
291819,631,14,13,0.09
291821,637,609,22,-1.96
291824,526,628,28,-2.98
291826,602,631,22,0.54
291832,488,509,0,0.55
291838,189,631,37,-8.4
291839,628,509,37,-3.71
291844,681,509,30,-3.46
291861,402,268,13,9.67
291863,165,209,33,-2.74
291893,503,14,33,-9.84
291911,190,456,16,-1.24
291914,189,637,12,1.51
291919,526,579,17,-1.19
291920,600,565,16,5
291925,190,579,8,2.05
291928,189,314,26,2.54
291936,239,490,17,-1.23
291943,239,333,6,10.49
291944,268,579,13,-1.77
291947,631,217,28,-3.18
291958,489,578,10,-0.54
291982,526,609,10,2.9
292011,141,239,8,-6.06
292014,226,209,9,-11.96
292028,314,565,15,-2.53
292034,358,631,8,-1.75
292037,189,141,42,2.36
292052,189,218,24,8.32
292053,618,628,26,-0.78
292057,637,283,12,1.5
292078,188,565,30,-5.07
292112,618,628,6,-3.47
292115,628,217,12,-3.32
292116,681,578,7,-2.41
292118,189,681,30,-0.18
292145,283,490,24,1.47
292153,165,141,9,-1.32
292154,189,600,0,4.8
292170,489,300,14,-6.59
292179,226,637,9,6.92
292180,402,209,23,0.53
292184,602,226,21,5
292186,189,681,12,-0.35
292187,489,165,35,-5.39
292203,239,565,26,0.27
292206,618,583,27,-8.97
292211,609,333,17,2.08
292220,189,358,35,4.87
292222,618,609,13,19.68
292225,165,609,34,0.38
292231,190,209,42,6.24
292242,268,637,6,3.33
292258,141,578,25,-3.86
292264,189,218,27,2.22
292270,489,190,28,10.84
292278,161,565,42,1.95
292281,333,565,7,-6.97
292282,488,217,5,-3.15
292290,189,565,38,17.83
292305,489,141,11,-2.1
292306,300,578,28,-2.23
292313,401,226,22,1.08
292335,226,526,28,-5.56
292339,456,565,26,-3.79
292341,189,583,19,4.03
292343,509,333,35,-4.35
292347,73,226,9,-4.32
292348,609,684,17,4.25
292350,609,161,24,-2.67
292355,631,283,37,0.46
292361,628,684,13,-7.64
292374,618,161,38,-0.93
292388,681,161,38,-0.86
292390,268,578,30,1.28
292393,281,239,7,-4.74
292405,526,333,10,4.6
292419,189,73,19,-4.79
292423,609,578,25,1.47
292428,401,239,25,8.4
292429,684,209,11,-2.33
292437,402,503,20,-1.99
292448,112,226,24,11.76
292450,141,684,5,3.6
292456,637,333,36,-1.64
292458,239,583,0,1.24
292464,402,583,37,2.71
292466,681,503,16,-1.91
292468,583,503,11,-0.66
292470,190,490,12,-0.61
292481,189,89,38,1.35
292504,489,684,34,0.84
292509,489,565,11,-1.44
292511,161,579,6,0.31
292514,489,165,42,-6.29
292520,161,333,38,1.01
292521,628,333,20,5.94
292538,165,218,42,-2.81
292539,526,637,36,-2.46
292551,226,141,23,1.9
292556,189,503,23,0.6
292564,628,565,22,-3.58
292571,490,583,16,-3.58
292586,190,609,30,0.23
292592,358,239,15,-9.48
292608,226,300,23,7.65
292622,489,488,23,7.73
292630,189,479,6,2.05
292636,141,209,16,-3
292647,456,141,22,-3.91
292649,609,583,14,0.19
292657,239,217,32,0.03
292661,526,490,20,2.66
292672,681,333,32,-7.31
292676,510,565,29,-3.1
292679,190,583,10,1.41
292680,300,488,19,2.46
292681,161,217,34,-1.57
292702,681,631,43,0.15
292720,226,579,10,0.68
292739,226,488,32,3.69
292741,628,141,17,11.47
292745,268,209,5,-3.04
292746,583,333,7,0.98
292748,490,579,26,-0.59
292751,89,239,22,-1.52
292753,503,209,29,-17.08
292766,190,268,16,4.19
292767,239,402,22,-2.24
292772,609,217,28,-1.03
292774,189,217,23,-1.53
292787,456,509,32,-10.02
292790,456,165,12,8.32
292792,226,578,5,-3.27
292798,402,637,43,1.34
292800,401,239,35,-6.71
292807,167,73,34,-3.71
292814,631,609,6,-2.16
292827,618,218,13,10.58
292833,141,565,27,6.26
292857,300,628,16,46.41
292858,165,618,8,-11.28
292908,489,402,37,3.6
292910,161,503,0,0.55
292912,509,217,8,2.8
292917,456,628,21,2.54
292918,488,333,0,-1.38
292922,456,609,12,0.93
292925,283,209,36,-6.84
292936,488,161,6,-0.05
292944,268,283,22,-2.71
292945,189,579,19,5.27
292948,526,565,28,0.99
292952,300,402,32,-4.24
292953,681,578,23,-2.73
292957,489,402,25,1.53
292958,300,268,6,4.1
292962,218,583,6,-1.26
292971,526,333,15,-5.51
292973,526,628,6,2.13
292979,503,209,35,-1.86
292990,300,579,19,-6.36
292999,509,503,25,3.24
293012,618,217,20,-5.68
293018,189,89,29,-5.68
293047,239,161,5,-7.95
293055,618,209,43,-11.61
293058,609,503,6,-0.66
293061,402,579,27,-0.88
293065,618,609,37,-0.89
293075,165,141,11,-6.36
293079,631,239,27,-0.33
293103,681,218,27,-2.75
293113,488,609,5,-0.06
293122,628,490,38,2.1
293130,489,209,8,3.75
293131,190,631,35,-2.32
293133,489,631,14,-1.33
293135,402,218,7,5.38
293141,141,217,24,1.94
293145,628,684,7,-0.64
293148,490,217,13,-7.41
293150,189,579,42,1.65
293152,89,239,13,0.46
293156,509,333,42,14.56
293157,165,579,9,-3.29
293170,190,526,11,3.92
293180,631,141,32,6.02
293183,239,333,5,-2.08
293186,190,456,11,1.51
293203,161,333,29,0.2
293207,281,565,37,-1.43
293234,600,239,8,-4.94
293251,681,490,42,18.91
293254,618,631,20,-7.28
293255,609,333,32,5.64
293258,226,488,35,1
293267,609,161,30,-3.29
293270,167,161,26,-7.6
293293,300,618,12,0.59
293299,489,283,11,-1.48
293300,165,490,19,3.34
293313,618,583,28,18.28
293315,189,358,25,-1.59
293321,189,141,17,0.31
293322,488,579,28,-1.55
293324,489,609,30,-0.9
293333,628,141,29,1.89
293346,489,209,14,-2.58
293349,300,609,30,-4.48
293360,489,637,13,13.71
293370,684,209,27,-4.56
293372,268,578,11,3.94
293379,488,578,7,-3.01
293383,618,631,42,3.09
293390,628,218,17,-9.55
293394,226,268,43,-8
293396,141,490,37,4.53
293437,300,402,34,-0.64
293440,189,226,28,4
293454,618,488,0,-6.66
293500,226,637,21,-5.66
293511,239,333,25,1.11
293515,490,218,34,-0.37
293530,618,333,43,-8.64
293538,618,488,16,3.56
293555,479,239,6,2.62
293557,684,14,7,1.16
293558,190,141,37,8.41
293563,165,218,32,-1.16
293565,489,226,43,-7.5
293576,226,268,34,-10.95
293589,509,684,27,3.68
293593,628,218,25,-6.89
293594,402,579,7,-6.47
293605,226,684,17,-0.54
293630,239,681,22,-6.86
293632,609,333,15,-1.34
293635,509,217,11,-1.23
293638,489,509,34,-1.08
293641,239,503,16,-4.36
293642,141,209,8,-6.11
293651,618,14,9,-4.22
293671,268,503,9,-1.28
293675,489,165,28,-4.43
293679,489,190,6,2.51
293687,526,578,8,1.5
293688,161,578,38,-0.46
293690,300,578,9,-3.9
293693,190,579,21,5.81
293708,189,631,9,2.43
293716,489,526,42,3.94
293722,628,209,37,-7.42
293732,402,618,13,2.86
293735,602,226,15,-8.2
293744,510,239,9,-10.54
293760,488,161,21,-2.1
293761,509,333,36,-0.07
293763,402,565,42,5.06
293783,609,503,8,-0.36
293784,141,578,32,-2.88
293793,488,165,9,-10.57
293794,489,239,11,24.2
293802,190,217,27,-2.56
293810,631,565,38,5.59
293822,268,609,16,2.34
293837,300,578,36,1.72
293858,226,618,0,-1.66
293862,526,609,28,-2.96
293867,681,631,25,2.91
293874,268,165,38,5.11
293877,333,14,7,2.23
293879,239,300,24,-5.51
293882,489,333,21,2.4
293886,681,218,42,-9.04
293910,637,209,38,2.08
293912,402,637,30,-1.51
293917,190,217,34,-2
293918,602,565,16,-8.7
293926,167,631,13,-2
293936,488,161,19,0.41
293948,490,503,13,-8.42
293953,618,333,36,0.08
293955,89,226,10,14.94
293984,489,488,14,1.16
293985,526,583,29,-0.39
293996,89,226,20,5.61
293997,190,402,9,0.23
293998,189,579,34,8.04
294002,681,226,35,-2.72
294003,300,283,35,-5.8
294015,189,300,19,1.35
294022,489,618,19,2.87
294024,189,89,35,10.28
294033,503,579,9,-12.67
294035,141,684,8,4.86
294040,226,141,37,6.36
294041,141,509,9,8.13
294055,681,488,27,-0.19
294072,167,565,42,2.27
294073,226,565,26,-2.04
294085,226,609,9,-3.07
294094,300,209,29,-3.03
294099,141,684,27,8.73
294123,681,490,26,-5.97
294140,681,402,9,-4.82
294155,14,579,24,-0.77
294157,509,14,15,6.12
294169,456,565,5,-0.04
294177,489,490,32,-3.28
294181,189,218,8,2.09
294188,218,583,10,-1.05
294197,189,510,29,-4.48
294210,300,579,16,-5.18
294213,218,209,25,1.18
294228,637,579,26,-0.18
294231,565,579,25,-1.82
294244,479,239,10,0.68
294249,631,503,16,7.1
294255,618,488,28,-5.38
294256,190,509,14,-0.53
294258,268,684,34,5.69
294261,226,402,11,-1.45
294262,189,167,10,0.12
294269,628,14,34,-3.49
294288,165,14,32,-7.87
294299,631,609,42,-2.24
294302,226,578,23,3.7
294314,681,300,19,-1.93
294320,684,209,42,-4.97
294327,141,283,38,1.18
294329,189,89,11,0.48
294339,488,333,12,0.07
294349,239,300,0,1.83
294354,165,583,38,0.97
294375,239,578,6,0.56
294384,300,583,15,6.25
294387,281,488,8,-8.25
294404,565,579,38,-3.47
294411,488,161,28,-2.68
294415,281,239,0,-5.71
294426,526,456,19,-1.34
294433,281,226,42,0.11
294439,226,509,22,-0.44
294440,14,579,14,15.32
294490,268,14,12,0.48
294492,488,161,14,4.7
294507,189,402,15,-2.57
294509,300,618,10,16.07
294514,218,217,28,1.08
294517,165,14,7,0.56
294522,89,565,43,-3.86
294543,189,333,9,2.07
294547,637,490,33,-1.66
294548,300,684,16,-0.76
294570,402,488,30,1.05
294575,300,402,7,-0.64
294578,618,141,9,-5.58
294582,402,509,21,-0.12
294599,218,14,34,-2.64
294602,218,565,13,-5.73
294608,628,488,10,9.93
294609,239,161,28,-1.07
294629,239,268,34,-5.56
294631,684,217,35,24.77
294633,609,217,32,2.38
294637,479,239,26,-1.31
294642,456,490,7,-1.79
294644,218,565,8,-2.99
294650,161,217,13,-3.53
294658,14,209,24,0.64
294665,300,14,0,9.53
294667,618,333,17,-1.62
294668,637,161,12,-1.43
294671,402,217,26,-3.35
294677,189,73,15,3.57
294682,73,565,25,2.61
294705,490,217,26,-1.88
294719,526,509,29,-0.54
294733,489,217,25,-1.35
294734,239,490,36,1.09
294738,333,579,7,-5.45
294739,300,268,5,-1.46
294751,189,167,36,-7.08
294758,226,509,21,-3.57
294763,489,14,20,-10.16
294769,456,218,28,-2.48
294774,609,565,36,2.56
294814,190,218,26,-0.02
294816,165,618,30,-3.05
294821,583,333,21,-0.39
294826,268,490,24,-2.21
294828,141,217,35,-2.65
294835,141,217,11,-5.66
294848,489,628,34,10.98
294849,456,509,38,-1.12
294856,401,226,0,-0.12
294859,681,488,43,-1.54
294864,628,141,13,0.95
294870,628,209,33,-3.71
294886,488,684,0,9.52
294891,189,167,23,6.74
294893,526,503,24,-4.09
294900,526,503,7,-1.96
294905,503,14,23,-1.84
294921,526,217,24,-0.44
294927,509,333,28,1.54
294929,628,218,6,-1.25
294933,190,209,0,-2.27
294937,600,226,25,3.94
294940,226,268,42,-5.38
294941,141,239,16,1.7
294952,333,579,30,-5.11
294967,618,490,32,-2.92
294970,456,141,5,0.69
294980,314,239,11,-3.67
294983,141,578,14,-3.77
294985,190,283,20,1.94
294992,526,209,9,-10.38
295001,226,565,9,0.54
295021,602,631,6,-4.72
295025,226,217,24,-2.16
295029,161,218,12,-1.63
295031,190,165,13,-5.16
295036,268,631,26,0.21
295045,526,333,43,1.81
295046,268,165,20,-1.44
295051,681,637,10,-4.58
295054,300,609,25,-2.89
295055,141,283,23,8.32
295056,402,509,0,3.01
295075,456,14,25,-3.3
295076,268,490,32,-5.49
295081,631,490,9,-2.49
295087,489,526,26,-4.69
295092,226,565,6,-0.93
295098,190,161,35,-1.24
295108,526,141,35,-1.49
295111,637,333,32,6.01
295112,609,578,21,-0.44
295114,189,479,5,-1.14
295126,281,239,12,-2.98
295145,602,239,24,-1.96
295148,300,509,12,-3.2
295154,489,631,6,-0.11
295162,631,579,10,1.9
295172,239,209,19,-12.06
295195,190,631,29,-0.13
295197,161,578,35,0.67
295205,141,578,24,3.4
295213,526,333,0,1.48
295250,189,490,35,7.4
295252,509,579,8,1.18
295259,618,565,13,2.31
295274,489,631,34,16.04
295282,189,509,42,-1.45
295289,300,218,22,-0.07
295295,268,618,12,2.96
295296,239,268,8,-4.98
295319,488,141,28,2.84
295321,239,579,19,-8.31
295351,268,283,13,5.91
295353,300,14,29,4.73
295356,488,14,17,1.23
295361,190,161,8,1.56
295363,209,579,16,27.05
295377,226,490,20,1.75
295385,165,583,17,-3.66
295388,161,583,34,-4.55
295389,141,565,16,7.77
295390,141,578,16,-2.32
295406,600,565,42,2.01
295412,628,283,9,4.21
295416,300,268,21,0.96
295440,190,226,6,-5.72
295449,618,579,14,0.65
295465,161,684,42,0.56
295475,268,579,38,4.45
295479,681,209,27,-0.41
295480,628,141,32,45.99
295483,628,509,13,-1.34
295485,190,141,35,0.8
295509,618,565,19,7.93
295516,218,209,30,1.24
295526,600,226,34,2.65
295546,190,402,28,-1.35
295550,189,73,28,-4.93
295555,190,490,23,1.4
295564,583,333,42,1.17
295569,681,14,13,-2.74
295571,165,209,37,-10.67
295579,490,218,37,0.53
295603,402,333,34,0.61
295606,526,300,26,-6.76
295620,526,490,30,-3.78
295624,631,239,25,-1.18
295628,503,684,30,-5.46
295633,618,209,11,-0.72
295634,583,503,32,-5.6
295636,402,637,37,-4.78
295644,314,239,27,-6.13
295655,268,283,28,-2.8
295657,526,209,33,-0.98
295675,618,490,22,-2.62
295687,609,503,7,7.23
295688,300,268,11,1.57
295689,190,526,38,-8.94
295690,300,618,23,16.74
295696,281,631,38,-2.66
295701,503,14,43,-1.75
295705,14,579,10,-0.76
295739,190,333,8,1.68
295744,681,637,12,-4.73
295751,402,609,8,-0.49
295769,681,609,22,-3.36
295773,300,456,16,4.31
295819,268,490,27,-4.26
295820,209,579,37,-17.03
295821,479,226,37,-0.23
295831,628,637,21,-2.19
295847,268,578,38,4.35
295854,239,681,28,3.91
295859,503,217,13,4.59
295868,637,283,36,1.59
295884,300,509,11,-0.3
295900,189,488,27,2.15
295907,402,14,11,-2.27
295908,402,209,5,-6.94
295911,489,226,26,2.26
295912,631,209,14,6.33
295925,226,509,5,1.87
295929,684,209,34,-2.05
295938,618,333,5,0.35
295945,189,188,27,1.51
295949,681,488,30,-0.37
295952,141,209,20,-7.66
295954,631,490,11,-4.01
295955,488,14,9,-0.01
295959,358,226,29,-3.27
295960,218,333,8,-4.67
295967,167,631,15,3.37
295972,189,209,15,0.78
295978,526,628,13,2.12
295981,490,509,37,0.85
295984,239,509,12,-0.43
295988,631,218,27,-0.17
295993,226,637,35,0.93
296022,167,239,33,-4.54
296024,578,218,5,-0.78
296031,161,503,28,-7.07
296045,189,578,5,0.58
296049,190,268,29,1.8
296050,490,565,7,-0.44
296054,268,618,28,16.85
296096,609,503,43,-4.25
296099,637,684,8,7.84
296100,239,579,42,-1.58
296106,681,526,19,-1.05
296117,141,684,33,3.59
296126,631,239,5,-9.08
296132,268,684,22,4.44
296133,281,226,8,-4.05
296137,217,209,16,-0.79
296143,526,509,28,-0.26
296145,283,165,24,-7.7
296173,226,637,11,10.62
296181,226,268,0,-1.78
296197,489,583,42,-3.58
296201,189,239,15,-0.96
296209,189,628,12,-2.95
296221,226,218,16,-5.07
296236,190,681,14,-0.09
296260,456,578,25,1.84
296264,189,402,30,1.15
296267,681,14,28,-2.85
296277,189,217,7,-2.63
296294,141,239,27,4.5
296296,526,637,24,4.39
296298,189,510,34,2.86
296320,489,268,6,7.56
296329,631,509,30,2.09
296335,189,681,8,-1.65
296343,526,583,6,-0.3
296344,583,565,28,1.87
296347,283,609,34,2.21
296354,401,609,35,-4.75
296360,681,14,12,-2.28
296374,141,565,36,2.48
296381,189,456,33,-6
296388,526,618,29,-7.71
296392,165,609,23,3.38
296407,637,503,22,1.18
296412,681,509,10,2.43
296413,681,631,30,-4.29
296416,141,579,10,-4.22
296423,73,631,42,-3.95
296426,165,565,8,3.94
296433,226,217,10,0.7
296437,628,684,36,-1.21
296444,402,490,12,0.35
296456,141,583,5,0.65
296457,190,583,36,2.57
296465,189,618,21,-2.4
296469,268,490,35,-0.1
296470,268,637,11,4
296471,526,141,29,2.11
296488,189,637,13,0.91
296489,165,637,26,-8.24
296500,268,14,8,6.6
296502,602,565,0,-4.92
296512,161,578,5,-0.24
296516,218,565,32,4.03
296524,628,509,20,-5.62
296531,402,637,42,5.22
296532,402,503,12,0.2
296535,226,488,38,-4.64
296540,189,89,43,6.49
296549,226,565,38,1.36
296553,283,217,21,-2.02
296562,141,14,15,0.84
296571,490,583,30,0.75
296579,239,333,8,-2.87
296582,681,161,36,16.2
296585,189,578,30,1.65
296586,161,684,34,-3.3
296590,456,268,15,-1.14
296609,188,631,34,-1.58
296611,281,239,28,-7.05
296612,358,609,35,-11.33
296619,631,488,9,0.53
296623,628,239,21,-3.54
296627,239,578,22,-0.39
296629,165,583,26,-8.45
296630,189,565,28,0.95
296631,190,165,5,-4.52
296633,489,488,11,3.61
296642,637,490,15,1.18
296644,300,488,22,-0.74
296647,141,684,9,4.22
296668,488,217,23,-2.3
296669,226,684,16,-0.81
296682,681,209,29,-14.02
296687,489,190,9,-0.83
296722,583,579,25,0.27
296732,681,490,37,-6.7
296737,490,217,10,1.75
296745,161,217,42,-3.26
296751,226,618,23,2.31
296760,402,684,10,1.19
296776,609,583,43,-0.26
296777,456,583,23,7.04
296779,402,609,35,0.33
296803,314,226,34,-11.79
296804,239,218,28,0.66
296819,268,165,28,-5.31
296822,503,217,9,-0.01
296825,628,509,28,-0.77
